,ATL,ORD,DFW,MSP,DEN,DTW,CVG,IAH,SLC,EWR,LAS,LAX,MCO,PHX,CLT,MEM,CLE,JFK,SFO,IAD,LGA,BOS,BWI,TPA,FLL,PHL,DCA,SEA,SAN,MDW,STL,AUS,MCI,MKE,MIA,BNA,RDU,PDX,ABQ,JAX,SAT,IND,MSY,PIT,SMF,BDL,ONT,CMH,RSW,BHM,HOU,OAK,TUS,OKC,ANC,SDF,PBI,SJC,TUL,ORF,SNA,HNL,OMA,RNO,COS,SJU,BUF,DSM,GRR,LIT,PVD,XNA,BOI,LGB,MSN,DAL,ELP,OGG,RIC,ALB,CHS,DAY,FAT,GEG,MHT,PSP,ROC,SAV,GSO,GRB,SRQ,SYR,TYS,BUR,CAK,GJT,HSV,LEX,MRY,BTV,EGE,ICT,JAN,TWF,FNT,GSP,HPN,KOA,PWM,SBA,SGF,STT,ATW,BFL,HDN,CAE,CID,LIH,MDT,MFR,MLI,PIA,ASE,BTR,BZN,IDA,ISP,MYR,PNS,ABE,FSD,JAC,LBB,LNK,MTJ,TLH,AMA,AVL,AVP,BGR,CHA,CRW,DAB,EUG,FAR,GPT,JNU,LAN,MAF,PIH,RDM,TVC,VPS,BMI,EVV,FCA,GTF,MGM,PHF,SBN,SBP,SHV,SWF,CWA,FAI,FWA,GUC,HRL,MOB,MSO,RAP,RFD,ROA,SPI,YUM,ACV,AGS,AZO,BIL,CPR,CRP,ILM,KTN,MBS,PFN,PSE,TRI,ACK,AEX,BQN,DRO,FSM,GCC,GRK,HLN,LFT,MFE,MKG,MLU,MOD,MQT,OTH,RDD,RKS,RST,SCE,SGU,SIT,SMX,STX,TOL,ABI,BIS,BLI,BRW,BTM,CDC,CDV,CEC,CHO,CLD,CLL,CMI,COD,DLG,DLH,EYW,FAY,GGG,IPL,ITO,LAW,LMT,LRD,LSE,MLB,OAJ,OME,OTZ,PIR,PLN,PMD,PSC,PSG,SCC,SUN,WRG,YAK,ABY,ACT,ACY,ADK,ADQ,AKN,ALO,BET,BGM,BJI,BPT,BQK,BRO,CIC,CMX,CSG,DBQ,DHN,EKO,ELM,ERI,EWN,FLG,FLO,GFK,GNV,GTR,HHH,HTS,INL,ITH,IYK,LCH,LWB,LWS,LYH,MCN,MEI,MOT,RHI,ROW,SJT,SLE,SPS,SUX,TEX,TUP,TXK,TYR,VLD,WYS,YKM
ATL,0.0,80443603.6,121564581.4,80108451.36,110308142.9,57807686.86,19744136.84,61679072.12,71664463.93,100654665.8,130510348.5,163974875.2,71959846.49,115135100.2,32680981.28,31234491.7,27813668.12,24435765.78,114909012.0,49967064.56,134214224.1,92940687.83,60072058.43,54944450.16,77478737.54,78606146.14,70006284.4,87074819.04,84330449.42,33394448.05,34261032.62,30544969.84,48656178.97,41197071.98,68371427.46,14460278.94,36656876.45,36880082.48,21600855.34,31109872.23,46849011.63,27786162.69,36606057.41,42330696.63,22161697.32,30445735.16,23589986.54,14561885.74,38283184.42,10006438.32,42440388.08,2975235.021,16253454.61,24055338.27,5992833.468,17228883.81,40817126.15,21024475.09,22753788.78,25459894.51,43730626.13,43444556.59,23638667.23,5181737.676,11215851.27,45763857.93,43111397.32,13934266.6,14848023.78,20750881.2,20666771.05,18090940.37,1178007.203,0.0,4598377.285,0.0,11784144.48,0.0,39095368.81,16284126.58,23975396.72,34541115.52,0.0,0.0,10835088.09,0.0,31354467.04,18235766.62,17292608.52,1205988.249,26868499.36,18800501.78,9109948.753,0.0,36377836.95,0.0,9817682.616,13254233.18,0.0,7861699.584,2303251.008,41122397.46,17651815.15,0.0,34582072.82,9228792.894,28136782.98,0.0,15111330.81,0.0,11524315.67,11361073.01,9523029.239,0.0,2284823.93,10835631.5,4206292.637,0.0,19090650.24,0.0,28175454.41,6139801.218,333121.8753,21726152.18,1547898.415,0.0,2841653.021,11482457.18,24492206.56,10013300.6,2110657.895,2925316.304,0.0,0.0,796657.625,11969882.16,0.0,7608152.218,7053933.429,4941375.372,6392781.676,9835858.619,16704404.96,0.0,0.0,23107162.73,0.0,0.0,0.0,0.0,0.0,0.0,15851415.07,23576946.91,7688456.422,719408.2778,0.0,9242708.448,37532389.6,10261542.5,0.0,17549167.48,21184252.23,0.0,0.0,9279292.091,41521.70608,0.0,13287164.17,0.0,0.0,0.0,11759113.61,0.0,0.0,0.0,8616110.02,0.0,0.0,0.0,72394.2587,14142952.17,0.0,0.0,13146564.17,0.0,8797603.442,0.0,8747676.033,0.0,0.0,6369604.178,0.0,8601054.249,0.0,8907706.18,143377.4137,0.0,7999247.312,0.0,0.0,0.0,0.0,0.0,0.0,1284035.676,0.0,0.0,0.0,1726501.214,1146446.762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500951.487,0.0,0.0,0.0,0.0,0.0,0.0,10783312.14,13916129.95,0.0,0.0,0.0,7296180.661,0.0,0.0,0.0,16127012.15,8730865.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4011140.443,0.0,1304616.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4644225.164,0.0,0.0,0.0,4042732.183,0.0,5634859.539,0.0,0.0,0.0,6261038.422,0.0,3404494.391,0.0,12270092.46,4888121.863,4201918.006,0.0,0.0,0.0,0.0,0.0,1288917.025,0.0,4539649.92,1741144.63,3677265.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47236.1249,0.0,0.0,4297668.824,0.0,0.0
ORD,78054500.88,0.0,108304287.0,62473626.29,84612807.14,37758780.87,32430728.58,83064028.57,57257345.86,87183708.95,125807820.7,190663407.5,62249679.57,117007046.0,62383723.14,33185824.76,28232595.23,45916897.79,159369672.1,29565239.46,133118900.7,102220821.3,38009104.27,40294434.73,30096882.84,77734341.03,78515908.08,129646346.7,89408750.69,0.0,24260130.6,40215071.07,29136371.33,8475094.094,64301939.2,29520865.48,34763449.8,65272637.31,13620507.55,24268897.55,29015332.76,16914368.13,20879341.28,27512298.73,30034696.05,43691701.42,0.0,27450196.23,13823789.79,15340529.99,0.0,1693432.804,19713912.79,22793679.02,24488567.84,20057907.29,12102905.24,38121851.98,20741463.09,14402244.29,69847014.97,41257619.57,31397248.77,9584025.525,22871055.08,33357994.65,29241952.34,28600371.67,13056721.28,17479288.87,25187006.55,28773060.8,17913451.39,16432321.8,15122445.88,13416462.96,13274459.71,0.0,20746416.2,19929979.92,17060375.38,9029747.729,0.0,7748078.322,16004471.22,11715220.83,23773317.33,14662569.08,8910073.743,14753388.64,0.0,24281581.28,17220378.29,0.0,6891251.388,231369.3834,4953730.902,12351167.02,0.0,9449823.678,3237610.118,30645707.8,2432926.98,0.0,6077031.029,13083609.92,45061678.91,0.0,5088211.795,0.0,18423616.06,0.0,8855856.216,0.0,3289877.033,15607554.4,18293983.36,0.0,15986730.22,0.0,9179769.122,11155333.75,5117681.292,2902713.505,6408132.995,0.0,0.0,0.0,3873069.427,15956498.91,14386798.7,8665618.847,0.0,11824814.94,525484.2031,0.0,0.0,0.0,7800163.73,0.0,6843815.55,5425738.865,0.0,0.0,13107406.67,2857506.185,0.0,5850268.466,0.0,0.0,0.0,11733761.29,3133785.575,6453414.769,10779050.65,2239253.865,446830.4155,0.0,0.0,6219144.47,0.0,2607993.318,0.0,7984725.624,0.0,11310006.01,33550.67613,0.0,2735644.746,2229671.466,2843089.681,0.0,5198861.304,4424620.343,0.0,0.0,0.0,7772758.897,1806525.341,2085096.644,0.0,0.0,0.0,6412686.656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1874638.493,0.0,0.0,0.0,12943673.68,0.0,0.0,0.0,0.0,0.0,6224826.915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8414397.881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7365525.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4954209.423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DFW,121589272.0,109267824.5,0.0,39686379.6,90099094.08,44975256.51,43893347.92,26628650.89,50769081.26,81373322.54,84900854.61,130091412.1,66209893.97,77373422.56,58351590.47,19759224.59,27684250.8,18416890.92,80842723.49,37917443.63,118456413.8,74770121.3,45097359.9,42785277.63,41509727.61,72413259.68,75972257.31,102160467.6,66463632.4,0.0,34716463.14,23767283.02,23931660.09,10532871.69,60664418.82,31038765.11,40414915.87,40125235.5,28678785.0,20648376.08,27933869.09,26648664.7,20352103.28,37072357.57,30556561.4,24808531.76,33255635.71,25782093.5,15209344.59,13314241.97,12511938.04,16704240.51,36261146.01,11648129.12,7125270.605,17131178.86,15219305.33,51312300.01,16317123.84,20153372.5,71007364.7,42136773.62,17710652.37,23420339.34,20891409.58,33073077.41,1809504.855,22930276.99,12127931.05,19483227.93,0.0,15702806.16,0.0,0.0,12926115.14,0.0,28024551.59,20672531.83,19406487.73,0.0,18606440.84,14798362.35,15296026.95,0.0,0.0,19910233.83,3565250.947,12087846.0,16904370.08,0.0,0.0,3790373.031,19471665.16,27140501.06,0.0,7762790.099,17884000.44,11922577.56,0.0,0.0,5567340.995,11396513.2,19647035.86,0.0,4008319.786,20479497.99,0.0,0.0,0.0,7658829.183,22271408.53,0.0,0.0,0.0,1624585.457,17540570.79,22098130.14,0.0,5368884.573,0.0,6901875.905,7274800.93,0.0,20942492.85,0.0,0.0,0.0,0.0,21106755.06,0.0,0.0,3620484.258,17102508.0,0.0,2817548.917,0.0,15618764.67,0.0,0.0,0.0,5025585.2,0.0,0.0,0.0,0.0,10288763.56,0.0,0.0,10800884.29,0.0,0.0,0.0,21518137.04,703384.0891,4019342.841,0.0,0.0,0.0,0.0,0.0,0.0,15443555.9,0.0,0.0,0.0,10143836.06,1258435.047,0.0,13261212.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16922900.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5739739.343,0.0,0.0,8875415.302,0.0,8929465.335,0.0,7913208.209,12157712.59,0.0,5630820.356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10216885.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4338533.083,4306910.956,0.0,0.0,0.0,0.0,0.0,3470592.586,0.0,0.0,6512275.687,0.0,10314013.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5620343.497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7635123.616,6434128.446,0.0,5811983.29,0.0,0.0,0.0,5214584.121,4796292.741,0.0,0.0,0.0
MSP,80123374.69,60332705.16,40265433.54,0.0,62203554.22,50893544.83,18181434.16,41225295.94,35585934.9,51670285.33,51092459.33,57915625.46,40375304.97,71724517.23,27715957.15,30283504.06,20102423.16,24109212.41,47806492.98,10616605.18,45235460.68,28373498.27,15629067.03,20953998.03,11177440.02,27377701.45,33521945.97,55013411.67,32183572.09,9118981.193,13231715.29,914668.9837,14469663.17,21353417.74,21554900.53,9213572.866,11630316.71,33964138.95,10855380.89,3797700.412,3373107.384,14870050.22,0.0,12329984.29,19396530.52,15914034.37,0.0,11593729.5,14544245.41,0.0,0.0,0.0,9101006.001,6386024.115,32054409.15,7387364.271,0.0,17221105.65,7608707.271,2071897.042,24939864.62,22087848.95,6683151.366,0.0,5496491.681,965061.8142,2833869.034,4586771.642,12411433.94,1868435.121,108297.1054,6993653.934,14864874.31,0.0,7014646.401,0.0,0.0,0.0,5380458.696,912279.5248,475335.9814,6923049.934,0.0,15618708.4,0.0,4931099.991,1755528.633,477336.1469,5544357.92,7368968.332,0.0,0.0,4830521.074,0.0,0.0,0.0,0.0,0.0,0.0,1209257.42,1475604.497,6836365.957,0.0,0.0,3115009.992,0.0,0.0,0.0,769902.9386,0.0,3341591.207,0.0,444696.121,0.0,1452372.945,0.0,1960925.938,0.0,2916546.514,0.0,2501817.831,0.0,0.0,0.0,12686414.86,5178520.137,0.0,474535.9152,0.0,0.0,8477592.194,1687091.747,0.0,678835.6075,0.0,0.0,0.0,5189406.451,0.0,211093.8799,0.0,0.0,0.0,0.0,8378136.06,0.0,0.0,1293883.875,0.0,0.0,0.0,2441381.294,0.0,0.0,0.0,3490562.893,2855156.497,0.0,0.0,2770128.361,0.0,0.0,0.0,53206.49282,7797453.106,2112715.154,0.0,0.0,0.0,3120134.723,7682397.213,0.0,0.0,0.0,0.0,0.0,0.0,1921661.812,10317566.79,356066.3565,0.0,0.0,0.0,911221.1311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5484871.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2313522.828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7594379.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4687227.739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1412926.134,0.0,0.0,0.0,0.0,20056.84284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1278906.476,0.0,0.0,329181.0168,0.0,0.0,0.0,0.0,1782085.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7825332.91,0.0,0.0,0.0,0.0,380022.5091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8845356.516,953625.5532,0.0,0.0,0.0,0.0,599208.6383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEN,113717947.5,88687354.24,90923875.24,58001862.71,0.0,52837199.45,24016778.5,68260654.08,64944805.74,55337362.86,88024046.6,125615000.7,73582881.22,87303660.41,41048435.49,24945886.51,18695948.99,27740516.46,88695132.59,67770542.53,77806559.58,61406707.65,62633353.19,40053394.42,24272399.47,73091512.19,33370184.04,106931807.7,75672463.31,64094698.55,27443155.11,35299231.57,48027810.15,23448198.85,21724697.12,42196107.69,10704642.26,73841643.82,28744469.61,2706779.702,35162695.38,33276491.29,20233461.88,16572604.88,49857678.8,5596025.506,21028541.0,12739432.09,5590098.097,11422297.69,15399187.61,48604748.24,22880052.49,23286266.36,16746792.73,6401904.299,2479356.455,57270015.0,15491198.3,0.0,46874797.53,18842206.18,26961811.75,18106330.68,10749569.68,0.0,0.0,14358213.84,5672630.524,1563703.262,0.0,7289903.257,22998198.08,0.0,13779263.85,0.0,10431916.83,8221293.39,0.0,0.0,0.0,14939093.63,17711241.75,19996142.56,0.0,12943484.33,0.0,0.0,0.0,29846.66593,0.0,0.0,9545282.099,17447919.73,15315170.47,11458630.6,11135795.84,0.0,5702215.675,0.0,5483968.351,12225092.89,0.0,0.0,0.0,0.0,0.0,2287016.992,0.0,12662665.64,10423740.54,0.0,0.0,7464525.586,4701670.896,0.0,6731019.309,2343688.348,0.0,5760672.116,9139922.119,4809430.689,13337628.29,16271.59268,11932049.95,8111746.006,0.0,0.0,0.0,0.0,12781000.56,10070518.84,0.0,9320622.31,7011078.843,0.0,4984658.771,0.0,0.0,0.0,0.0,0.0,0.0,11813176.28,13462374.13,0.0,0.0,0.0,0.0,0.0,177657.6557,1477533.561,0.0,0.0,0.0,8454527.787,9326841.811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3121695.784,0.0,0.0,12808581.61,13754822.07,3983141.871,0.0,0.0,0.0,0.0,0.0,0.0,13441557.96,7523487.826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12869517.22,0.0,4265507.435,0.0,4264501.489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2916932.981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11358267.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3515094.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13275659.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTW,57807686.86,37515400.14,45088016.82,46120235.63,52946029.94,0.0,15117099.58,47750648.18,13409142.27,38186016.88,55868214.42,49560079.15,54578428.59,76882265.03,24078379.14,26997804.88,3436693.221,15858553.8,39893647.8,12254120.51,41059575.5,25823104.72,23442817.89,23303659.2,24039132.61,22918761.15,22396482.62,35219198.45,17769942.49,15507344.16,20138672.65,0.0,15536833.07,8729861.708,22655777.96,22390582.81,12206440.25,7608931.921,0.0,6867538.673,11633544.1,12823126.63,1034936.457,6976761.705,0.0,15077220.01,0.0,7190545.098,20089312.93,9531000.79,0.0,0.0,0.0,9217804.062,4389684.652,6512441.624,8302583.986,0.0,9575835.595,9038879.645,0.0,0.0,14736684.71,0.0,0.0,4664718.605,7646564.076,9180819.902,8283316.212,4318838.366,11726110.93,4377835.84,0.0,0.0,9790785.268,0.0,0.0,0.0,5779280.223,8858729.523,8661929.702,5214822.98,0.0,0.0,8893890.445,0.0,5085113.538,6068216.852,10352646.57,7161493.618,3644596.62,7146817.248,14417548.86,0.0,3623236.897,0.0,6776244.449,9733673.716,0.0,7810832.689,0.0,3267240.318,8864122.905,0.0,3538811.695,11183893.87,5982079.002,0.0,753187.4655,0.0,3954293.262,0.0,6009144.586,0.0,0.0,7228217.024,7461610.872,0.0,3799235.867,0.0,5234655.498,4645071.432,0.0,0.0,422606.6853,0.0,0.0,3134901.559,0.0,7773426.888,0.0,0.0,0.0,3803534.272,0.0,0.0,0.0,6488619.368,5351175.402,10114104.16,655693.3441,1177967.953,0.0,0.0,0.0,0.0,0.0,4263267.486,0.0,0.0,0.0,5539319.412,0.0,0.0,9230575.012,0.0,0.0,0.0,0.0,6242913.274,0.0,5260390.599,6234870.499,3776144.323,0.0,4082536.773,0.0,0.0,0.0,0.0,0.0,0.0,5355476.234,0.0,0.0,0.0,0.0,3732874.03,0.0,0.0,0.0,0.0,0.0,4355244.842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899561.4035,2979814.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6870175.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1341378.351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5169137.372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8575684.529,5493903.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897068.8329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CVG,19378764.92,32544368.71,43893347.92,18026478.75,24016778.5,14746367.23,0.0,29531315.36,37393762.65,30678591.57,24278772.46,33890495.81,16594044.47,11581300.23,5985084.017,9159279.806,2346447.785,15644526.61,24615573.76,5675672.459,37060114.2,23473307.91,9702260.656,14235126.69,10455739.67,15033847.71,15292626.43,24184680.94,16634324.09,0.0,2091852.495,10257704.78,14165487.09,5211449.318,16245158.98,4426735.824,7911464.176,9782214.424,5170543.725,11921680.18,14717441.69,1456692.927,2317778.697,6838435.127,0.0,13066467.23,0.0,2547056.53,7828058.626,6276813.638,0.0,0.0,0.0,9767012.744,4282009.82,1742787.616,5724488.365,0.0,9764765.199,3908600.905,8357489.517,0.0,10628840.2,0.0,1817055.966,0.0,1211932.276,8829404.894,7582388.723,446656.8036,11670706.07,992488.1079,0.0,0.0,1819833.254,0.0,0.0,0.0,5988553.532,9772606.568,6966767.81,1815324.286,0.0,0.0,9671963.269,0.0,6070226.501,6694196.403,6753483.191,3418949.649,6014175.88,7734992.46,4454728.996,0.0,182154.6765,0.0,5064023.441,3869112.355,0.0,1806678.779,573932.6566,0.0,1166748.317,0.0,0.0,2825688.33,1303492.221,0.0,7484828.239,0.0,2149795.628,0.0,5289806.76,0.0,0.0,7051511.015,6741949.52,0.0,7911074.074,0.0,0.0,0.0,0.0,23535.03255,0.0,0.0,0.0,113685.5714,0.0,2216537.815,6596754.753,286455.4231,0.0,0.0,0.0,0.0,0.0,930926.6737,3169584.63,1893381.649,743645.1506,1582908.376,72205.23005,0.0,0.0,0.0,0.0,2574245.406,0.0,0.0,0.0,948451.359,1070131.321,0.0,544528.3019,0.0,0.0,0.0,0.0,54091.87539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5663.307465,0.0,0.0,0.0,0.0,720207.7678,0.0,0.0,0.0,1245048.61,0.0,0.0,380427.0109,0.0,1160965.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164673.7345,0.0,0.0,0.0,0.0,83634.0677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229848.0084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,528257.3099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IAH,58412469.78,85922538.07,26691295.2,41477592.74,65352305.41,47785502.66,29488056.6,0.0,51777134.97,88243735.08,52581151.38,84808415.46,35297329.71,68692632.46,55735310.83,25689681.01,37925253.2,21797005.59,68297821.91,27225476.33,76407867.31,45843737.66,34210616.35,25833519.93,30565167.03,36573670.65,57005289.02,70031768.28,49766280.38,0.0,8377372.221,13239006.12,27743213.01,26900140.48,43165584.21,28613351.54,33656430.94,36254586.65,28314806.78,20801594.46,16280287.86,24690353.86,25568255.1,30918823.6,27492825.47,2859332.818,23242206.08,13515129.02,15169034.24,22925492.63,0.0,18498011.41,25664249.7,19299882.3,10274120.88,5217315.9,21757483.52,25197572.64,18147548.27,18715243.05,40161598.19,41647559.08,27423645.86,10344136.16,23263655.34,22864601.12,0.0,9207135.728,12093956.56,7822772.377,0.0,11464826.12,0.0,0.0,0.0,17531987.75,12930291.91,0.0,18082894.43,0.0,1109953.155,13111863.53,0.0,0.0,0.0,4385136.047,0.0,13374811.28,16703875.83,0.0,930549.7934,0.0,17485045.57,0.0,0.0,0.0,10759112.68,8893922.431,0.0,0.0,1901934.581,15191288.82,11524740.15,0.0,0.0,13261578.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1802505.621,2393899.831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10544152.77,0.0,0.0,0.0,0.0,5553102.909,0.0,0.0,0.0,6371739.202,0.0,3976196.623,5410747.281,7392033.727,6346312.736,0.0,0.0,5342022.227,10747361.21,0.0,0.0,0.0,13491146.2,0.0,0.0,9325168.744,0.0,0.0,0.0,3909382.471,0.0,0.0,0.0,0.0,2384544.558,0.0,0.0,0.0,4418539.391,0.0,0.0,0.0,0.0,0.0,2336551.35,11113558.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3685413.917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1475746.331,0.0,0.0,0.0,0.0,2078717.956,0.0,12104099.41,16474680.6,0.0,3121445.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,677657.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4267093.849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734378.4864,0.0,8882793.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3378255.544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
