from_code,to_code,count,flightdistance,flighttime,airline
AUS,IND,218,"919 miles / 1479 km","2 hours, 20 minutes",<undefined>
AUS,JAX,226,"955 miles / 1536 km","2 hours, 25 minutes",<undefined>
AUS,JFK,1358,"1,521 miles / 2448 km","3 hours, 16 minutes",<undefined>
AUS,LAS,1231,"1,090 miles / 1754 km","2 hours, 34 minutes",Southwest Airlines
AUS,LAX,1733,"1,241 miles / 1998 km","2 hours, 48 minutes",Southwest Airlines
AUS,LBB,692,"342 miles / 550 km","53 minutes",Southwest Airlines
AUS,LGB,245,"1,226 miles / 1973 km","2 hours, 44 minutes",<undefined>
AUS,MAF,470,"294 miles / 474 km","1 hour, 5 minutes",<undefined>
AUS,MCI,459,"650 miles / 1045 km","1 hour, 48 minutes",Southwest Airlines
AUS,MCO,632,"994 miles / 1600 km","2 hours, 9 minutes",Southwest Airlines
AUS,MDW,712,"972 miles / 1564 km","2 hours, 10 minutes",Southwest Airlines
AUS,MEM,834,"559 miles / 900 km","1 hour, 21 minutes",<undefined>
AUS,MSP,55,"1,042 miles / 1676 km","2 hours, 16 minutes",<undefined>
AUS,MSY,444,"444 miles / 715 km","1 hour, 23 minutes",Frontier Airlines
AUS,OAK,236,"1,497 miles / 2409 km","3 hours, 27 minutes",Southwest Airlines
AUS,OKC,88,"358 miles / 577 km","1 hour, 13 minutes",<undefined>
AUS,ONT,305,"1,196 miles / 1926 km","2 hours, 54 minutes",<undefined>
AUS,ORD,2514,"978 miles / 1573 km","2 hours, 10 minutes",Spirit Airlines
AUS,ORF,1,"1,319 miles / 2122 km","3 hours, 8 minutes",<undefined>
AUS,PHL,290,"1,430 miles / 2301 km","2 hours, 58 minutes",<undefined>
AUS,PHX,2783,"872 miles / 1403 km","2 hours, 4 minutes",Southwest Airlines
AUS,RDU,231,"1,161 miles / 1869 km","2 hours, 49 minutes",<undefined>
AUS,SAN,719,"1,164 miles / 1874 km","2 hours, 40 minutes",Frontier Airlines
AUS,SEA,149,"1,770 miles / 2849 km","3 hours, 56 minutes",<undefined>
AUS,SFO,610,"1,504 miles / 2420 km","3 hours, 27 minutes",Frontier Airlines
AUS,SJC,968,"1,476 miles / 2375 km","3 hours, 25 minutes",Southwest Airlines
AUS,SLC,548,"1,086 miles / 1747 km","2 hours, 31 minutes",Frontier Airlines
AUS,SNA,245,"1,209 miles / 1945 km","2 hours, 55 minutes",<undefined>
AUS,STL,95,"722 miles / 1161 km","1 hour, 57 minutes",Southwest Airlines
AUS,TPA,367,"928 miles / 1493 km","1 hour, 58 minutes",Southwest Airlines
AUS,TUL,88,"426 miles / 686 km","1 hour, 21 minutes",<undefined>
AUS,TUS,228,"797 miles / 1282 km","2 hours, 6 minutes",<undefined>
AVL,ATL,1936,"164 miles / 264 km","34 minutes",<undefined>
AVL,CVG,167,"275 miles / 443 km","1 hour, 3 minutes",<undefined>
AVL,DTW,768,"469 miles / 755 km","1 hour, 16 minutes",<undefined>
AVL,EWR,658,"582 miles / 937 km","1 hour, 27 minutes",Allegiant Air LLC
AVL,IAH,459,"834 miles / 1342 km","2 hours, 6 minutes",<undefined>
AVL,MCO,47,"488 miles / 786 km","1 hour, 13 minutes",<undefined>
AVL,MSP,364,"861 miles / 1386 km","2 hours, 13 minutes",<undefined>
AVP,ATL,586,"714 miles / 1149 km","1 hour, 47 minutes",<undefined>
AVP,CVG,356,"498 miles / 802 km","1 hour, 30 minutes",<undefined>
AVP,DTW,722,"399 miles / 642 km","1 hour, 17 minutes",<undefined>
AVP,HPN,1,"107 miles / 172 km","43 minutes",<undefined>
AVP,JFK,2,"112 miles / 181 km","43 minutes",<undefined>
AVP,LGA,3,"104 miles / 168 km","43 minutes",<undefined>
AVP,ORD,716,"632 miles / 1016 km","1 hour, 45 minutes",<undefined>
AZO,CVG,148,"225 miles / 361 km","57 minutes",<undefined>
AZO,DTW,1177,"113 miles / 181 km","27 minutes",<undefined>
AZO,FAR,1,"642 miles / 1034 km","1 hour, 47 minutes",<undefined>
AZO,MSP,245,"426 miles / 685 km","1 hour, 12 minutes",<undefined>
AZO,ORD,2352,"122 miles / 197 km","31 minutes",<undefined>
AZO,XNA,1,"623 miles / 1003 km","1 hour, 45 minutes",<undefined>
BDL,ATL,2141,"859 miles / 1383 km","2 hours, 5 minutes",<undefined>
BDL,BNA,366,"852 miles / 1371 km","2 hours, 3 minutes",<undefined>
BDL,BWI,2880,"283 miles / 456 km","53 minutes",<undefined>
BDL,CLE,544,"476 miles / 765 km","1 hour, 23 minutes",<undefined>
BDL,CLT,1834,"644 miles / 1036 km","1 hour, 40 minutes",<undefined>
BDL,CVG,1187,"661 miles / 1064 km","1 hour, 43 minutes",<undefined>
BDL,DCA,1182,"313 miles / 504 km","1 hour, 5 minutes",<undefined>
BDL,DEN,214,"1,672 miles / 2690 km","3 hours, 55 minutes",<undefined>
BDL,DFW,1065,"1,471 miles / 2367 km","3 hours, 28 minutes",<undefined>
BDL,DTW,1516,"549 miles / 883 km","1 hour, 31 minutes",<undefined>
BDL,EWR,766,"116 miles / 187 km","34 minutes",<undefined>
BDL,FLL,546,"1,173 miles / 1888 km","2 hours, 44 minutes",<undefined>
BDL,GRB,1,"798 miles / 1285 km","2 hours, 6 minutes",<undefined>
BDL,IAD,1397,"325 miles / 523 km","59 minutes",<undefined>
BDL,IAH,120,"1,507 miles / 2425 km","3 hours, 31 minutes",<undefined>
BDL,IND,585,"729 miles / 1173 km","1 hour, 57 minutes",<undefined>
BDL,JFK,602,"106 miles / 171 km","31 minutes",<undefined>
BDL,LAS,366,"2,297 miles / 3697 km","5 hours, 13 minutes",<undefined>
BDL,LAX,132,"2,527 miles / 4066 km","5 hours, 33 minutes",<undefined>
BDL,MCO,1755,"1,050 miles / 1690 km","2 hours, 28 minutes",<undefined>
BDL,MDW,1028,"777 miles / 1250 km","2 hours, 2 minutes",<undefined>
BDL,MEM,48,"1,049 miles / 1687 km","2 hours, 36 minutes",<undefined>
BDL,MIA,366,"1,194 miles / 1922 km","2 hours, 45 minutes",<undefined>
BDL,MKE,536,"780 miles / 1255 km","2 hours, 4 minutes",<undefined>
BDL,MSP,986,"1,050 miles / 1690 km","2 hours, 32 minutes",<undefined>
BDL,ORD,3131,"783 miles / 1260 km","2 hours, 5 minutes",<undefined>
BDL,PBI,373,"1,133 miles / 1823 km","2 hours, 36 minutes",<undefined>
BDL,PHL,521,"196 miles / 316 km","51 minutes",<undefined>
BDL,PHX,335,"2,213 miles / 3561 km","4 hours, 56 minutes",<undefined>
BDL,RDU,1150,"532 miles / 856 km","1 hour, 21 minutes",<undefined>
BDL,RSW,134,"1,180 miles / 1899 km","2 hours, 53 minutes",<undefined>
BDL,SJU,366,"1,666 miles / 2681 km","3 hours, 25 minutes",<undefined>
BDL,TPA,1276,"1,111 miles / 1788 km","2 hours, 39 minutes",<undefined>
BET,ANC,1035,"399 miles / 643 km","57 minutes",Era Aviation
BFL,DEN,533,"844 miles / 1359 km","2 hours",<undefined>
BFL,FAT,1,"100 miles / 160 km","42 minutes",<undefined>
BFL,LAS,102,"224 miles / 360 km","57 minutes",<undefined>
BFL,LAX,906,"109 miles / 176 km","31 minutes",<undefined>
BFL,PHX,1194,"425 miles / 684 km","1 hour, 11 minutes",<undefined>
BFL,SAN,225,"215 miles / 346 km","56 minutes",<undefined>
BFL,SFO,943,"238 miles / 384 km","1 hour",<undefined>
BFL,SLC,371,"533 miles / 858 km","1 hour, 34 minutes",<undefined>
BFL,SMF,227,"265 miles / 426 km","1 hour, 2 minutes",<undefined>
BGM,DTW,728,"378 miles / 609 km","1 hour, 15 minutes",<undefined>
BGR,ATL,270,"1,134 miles / 1825 km","2 hours, 46 minutes",<undefined>
BGR,BOS,793,"201 miles / 324 km","54 minutes",<undefined>
BGR,BTV,1,"214 miles / 345 km","56 minutes",<undefined>
BGR,CVG,129,"905 miles / 1457 km","2 hours, 19 minutes",<undefined>
BGR,DTW,801,"751 miles / 1208 km","1 hour, 51 minutes",<undefined>
BGR,EWR,536,"393 miles / 633 km","1 hour, 17 minutes",<undefined>
BGR,JFK,338,"382 miles / 615 km","1 hour, 16 minutes",<undefined>
BGR,MSP,11,"1,194 miles / 1921 km","2 hours, 53 minutes",<undefined>
BHM,ATL,2876,"134 miles / 216 km","32 minutes",<undefined>
BHM,AUS,1,"682 miles / 1098 km","1 hour, 52 minutes",<undefined>
BHM,BNA,696,"177 miles / 285 km","35 minutes",<undefined>
BHM,BWI,1038,"682 miles / 1098 km","1 hour, 36 minutes",<undefined>
BHM,CLE,264,"604 miles / 972 km","1 hour, 42 minutes",<undefined>
BHM,CLT,786,"351 miles / 565 km","55 minutes",<undefined>
BHM,CVG,598,"396 miles / 638 km","1 hour, 18 minutes",<undefined>
BHM,DAL,1074,"587 miles / 945 km","1 hour, 31 minutes",<undefined>
BHM,DEN,666,"1,083 miles / 1743 km","2 hours, 36 minutes",<undefined>
BHM,DFW,1287,"597 miles / 961 km","1 hour, 34 minutes",<undefined>
BHM,DTW,892,"624 miles / 1005 km","1 hour, 39 minutes",<undefined>
BHM,EWR,668,"849 miles / 1367 km","2 hours, 12 minutes",<undefined>
BHM,HOU,723,"570 miles / 918 km","1 hour, 30 minutes",<undefined>
BHM,HSV,1,"74 miles / 119 km","39 minutes",<undefined>
BHM,IAD,245,"638 miles / 1027 km","1 hour, 47 minutes",<undefined>
BHM,IAH,2345,"562 miles / 905 km","1 hour, 30 minutes",<undefined>
BHM,JAX,366,"365 miles / 587 km","54 minutes",<undefined>
BHM,JFK,1,"866 miles / 1393 km","2 hours, 14 minutes",<undefined>
BHM,LAS,366,"1,618 miles / 2604 km","3 hours, 43 minutes",<undefined>
BHM,LGA,840,"866 miles / 1394 km","1 hour, 55 minutes",<undefined>
BHM,MCO,1196,"479 miles / 771 km","1 hour, 10 minutes",<undefined>
BHM,MDW,709,"570 miles / 917 km","1 hour, 28 minutes",<undefined>
BHM,MEM,886,"211 miles / 339 km","40 minutes",<undefined>
BHM,MKE,1,"650 miles / 1047 km","1 hour, 48 minutes",<undefined>
BHM,MSY,1008,"321 miles / 516 km","53 minutes",<undefined>
BHM,ORD,1497,"584 miles / 940 km","1 hour, 40 minutes",<undefined>
BHM,PHX,366,"1,455 miles / 2341 km","3 hours, 21 minutes",<undefined>
BHM,RDU,159,"480 miles / 773 km","1 hour, 28 minutes",<undefined>
BHM,SDF,679,"323 miles / 520 km","52 minutes",<undefined>
BHM,SLC,8,"1,472 miles / 2370 km","3 hours, 27 minutes",<undefined>
BHM,STL,366,"410 miles / 661 km","1 hour, 4 minutes",<undefined>
BHM,TPA,1071,"459 miles / 739 km","1 hour, 6 minutes",<undefined>
BIL,DEN,1628,"455 miles / 733 km","1 hour, 6 minutes",<undefined>
BIL,GTF,1,"177 miles / 285 km","51 minutes",<undefined>
BIL,MSP,820,"748 miles / 1203 km","1 hour, 35 minutes",<undefined>
BIL,ORD,103,"1,060 miles / 1707 km","2 hours, 11 minutes",<undefined>
BIL,PIH,3,"283 miles / 456 km","1 hour, 4 minutes",<undefined>
BIL,SLC,1950,"388 miles / 624 km","1 hour, 3 minutes",<undefined>
BIS,DEN,1239,"517 miles / 832 km","1 hour, 17 minutes",<undefined>
BIS,MSP,1052,"386 miles / 621 km","1 hour",<undefined>
BIS,RAP,2,"219 miles / 353 km","56 minutes",<undefined>
BJI,MSP,74,"199 miles / 321 km","36 minutes",<undefined>
BLI,SLC,120,"757 miles / 1218 km","2 hours, 1 minute",<undefined>
BMI,ATL,2511,"533 miles / 857 km","1 hour, 18 minutes",<undefined>
BMI,DFW,60,"690 miles / 1110 km","1 hour, 46 minutes",<undefined>
BMI,LAS,50,"1,453 miles / 2338 km","3 hours, 24 minutes",<undefined>
BMI,MCO,173,"936 miles / 1507 km","2 hours, 2 minutes",<undefined>
BMI,ORD,2007,"116 miles / 187 km","28 minutes",<undefined>
BNA,ATL,3097,"214 miles / 344 km","40 minutes",<undefined>
BNA,AUS,795,"756 miles / 1217 km","1 hour, 51 minutes",<undefined>
BNA,BDL,365,"852 miles / 1371 km","1 hour, 59 minutes",<undefined>
BNA,BHM,688,"177 miles / 285 km","33 minutes",<undefined>
BNA,BOS,78,"942 miles / 1516 km","2 hours, 2 minutes",Southwest Airlines
BNA,BWI,2502,"588 miles / 946 km","1 hour, 21 minutes",Southwest Airlines
BNA,CID,1,"480 miles / 773 km","1 hour, 28 minutes",<undefined>
BNA,CLE,1147,"448 miles / 721 km","1 hour, 5 minutes",Southwest Airlines
BNA,CLT,2127,"329 miles / 529 km","51 minutes",Southwest Airlines
BNA,CMH,677,"338 miles / 543 km","53 minutes",Southwest Airlines
BNA,COS,1,"1,006 miles / 1619 km","2 hours, 31 minutes",<undefined>
BNA,CVG,769,"230 miles / 371 km","44 minutes",<undefined>
BNA,DCA,1403,"562 miles / 904 km","1 hour, 20 minutes",Southwest Airlines
BNA,DEN,2529,"1,013 miles / 1631 km","2 hours, 28 minutes",Southwest Airlines
BNA,DFW,2859,"631 miles / 1016 km","1 hour, 35 minutes",<undefined>
BNA,DTW,2708,"456 miles / 734 km","1 hour, 12 minutes",Southwest Airlines
BNA,EWR,1836,"747 miles / 1203 km","1 hour, 46 minutes",<undefined>
BNA,FLL,738,"793 miles / 1276 km","1 hour, 49 minutes",Southwest Airlines
BNA,FSD,2,"741 miles / 1193 km","1 hour, 59 minutes",<undefined>
BNA,HOU,1504,"670 miles / 1078 km","1 hour, 42 minutes",Southwest Airlines
BNA,IAD,418,"543 miles / 874 km","1 hour, 23 minutes",<undefined>
BNA,IAH,2522,"657 miles / 1057 km","1 hour, 47 minutes",<undefined>
BNA,JAX,1382,"484 miles / 779 km","1 hour, 7 minutes",Southwest Airlines
BNA,JFK,523,"766 miles / 1232 km","2 hours",<undefined>
BNA,LAS,1202,"1,587 miles / 2554 km","3 hours, 37 minutes",Southwest Airlines
BNA,LAX,1400,"1,797 miles / 2892 km","4 hours",Southwest Airlines
BNA,LGA,1216,"764 miles / 1230 km","1 hour, 44 minutes",Southwest Airlines
BNA,MCI,1302,"491 miles / 790 km","1 hour, 19 minutes",Southwest Airlines
BNA,MCO,1798,"616 miles / 992 km","1 hour, 25 minutes",Southwest Airlines
BNA,MDW,2993,"395 miles / 635 km","1 hour, 7 minutes",Southwest Airlines
BNA,MEM,1020,"200 miles / 322 km","41 minutes",<undefined>
BNA,MIA,731,"806 miles / 1298 km","1 hour, 52 minutes",<undefined>
BNA,MKE,772,"475 miles / 764 km","1 hour, 27 minutes",Southwest Airlines
BNA,MSP,785,"695 miles / 1118 km","1 hour, 46 minutes",Southwest Airlines
BNA,MSY,1012,"471 miles / 758 km","1 hour, 10 minutes",Southwest Airlines
BNA,OAK,363,"1,959 miles / 3152 km","4 hours, 25 minutes",Southwest Airlines
BNA,ONT,365,"1,750 miles / 2817 km","4 hours",<undefined>
BNA,ORD,3725,"409 miles / 658 km","1 hour, 14 minutes",<undefined>
BNA,ORF,236,"585 miles / 942 km","1 hour, 20 minutes",<undefined>
BNA,PHL,980,"675 miles / 1086 km","1 hour, 33 minutes",Southwest Airlines
BNA,PHX,1124,"1,448 miles / 2331 km","3 hours, 21 minutes",Southwest Airlines
BNA,PVD,366,"906 miles / 1459 km","1 hour, 58 minutes",<undefined>
BNA,RDU,1623,"442 miles / 712 km","1 hour, 7 minutes",Southwest Airlines
BNA,SAN,721,"1,751 miles / 2818 km","3 hours, 55 minutes",Southwest Airlines
BNA,SAT,677,"822 miles / 1323 km","2 hours, 2 minutes",Southwest Airlines
BNA,SEA,364,"1,977 miles / 3182 km","4 hours, 25 minutes",<undefined>
BNA,SLC,115,"1,404 miles / 2260 km","3 hours, 16 minutes",<undefined>
BNA,STL,258,"271 miles / 437 km","49 minutes",Southwest Airlines
BNA,TPA,1720,"612 miles / 985 km","1 hour, 25 minutes",Southwest Airlines
BOI,ATL,41,"1,838 miles / 2958 km","4 hours, 11 minutes",<undefined>
BOI,ATW,1,"1,377 miles / 2216 km","3 hours, 15 minutes",<undefined>
BOI,DEN,2064,"649 miles / 1045 km","1 hour, 27 minutes",Southwest Airlines
BOI,GEG,1042,"287 miles / 462 km","46 minutes",Alaska Airlines
BOI,GJT,1,"504 miles / 811 km","1 hour, 30 minutes",<undefined>
BOI,LAS,756,"519 miles / 836 km","1 hour, 22 minutes",Southwest Airlines
BOI,LAX,1001,"674 miles / 1085 km","1 hour, 46 minutes",Alaska Airlines
BOI,MSP,807,"1,142 miles / 1838 km","2 hours, 17 minutes",<undefined>
BOI,OAK,666,"511 miles / 823 km","1 hour, 24 minutes",Southwest Airlines
BOI,ONT,471,"660 miles / 1062 km","1 hour, 49 minutes",<undefined>
BOI,ORD,787,"1,437 miles / 2313 km","2 hours, 50 minutes",<undefined>
BOI,PDX,1027,"344 miles / 553 km","57 minutes",Alaska Airlines
BOI,PHX,679,"735 miles / 1183 km","1 hour, 40 minutes",Southwest Airlines
BOI,PIT,1,"1,850 miles / 2976 km","4 hours, 12 minutes",<undefined>
BOI,RNO,1029,"335 miles / 540 km","51 minutes",<undefined>
BOI,SAN,475,"749 miles / 1205 km","2 hours",Alaska Airlines
BOI,SEA,1080,"399 miles / 642 km","1 hour, 8 minutes",Alaska Airlines
BOI,SFO,1754,"522 miles / 841 km","1 hour, 27 minutes",<undefined>
BOI,SLC,3342,"290 miles / 467 km","45 minutes",<undefined>
BOS,ACK,1,"91 miles / 146 km","24 minutes",Cape Air
BOS,ATL,5982,"946 miles / 1522 km","2 hours, 18 minutes",Jetblue Airways Corporation
BOS,AUS,368,"1,698 miles / 2732 km","4 hours",Delta Air Lines
BOS,BGR,794,"201 miles / 324 km","54 minutes",<undefined>
BOS,BNA,2,"942 miles / 1516 km","2 hours, 19 minutes",Delta Air Lines
BOS,BTV,1,"181 miles / 292 km","52 minutes",<undefined>
BOS,BUF,729,"395 miles / 636 km","1 hour, 7 minutes",Delta Air Lines
BOS,BWI,4797,"369 miles / 594 km","1 hour, 7 minutes",Jetblue Airways Corporation
BOS,CAK,467,"549 miles / 883 km","1 hour, 26 minutes",<undefined>
BOS,CHS,156,"818 miles / 1317 km","2 hours, 8 minutes",Delta Air Lines
BOS,CLE,1362,"563 miles / 905 km","1 hour, 34 minutes",Delta Air Lines
BOS,CLT,3533,"727 miles / 1171 km","1 hour, 52 minutes",American Airlines
BOS,CMH,916,"640 miles / 1030 km","1 hour, 47 minutes",Delta Air Lines
BOS,CVG,1937,"751 miles / 1209 km","1 hour, 53 minutes",Delta Air Lines
BOS,DCA,8899,"399 miles / 642 km","1 hour, 11 minutes",American Airlines
BOS,DEN,2077,"1,754 miles / 2823 km","4 hours, 4 minutes",Jetblue Airways Corporation
BOS,DFW,3036,"1,561 miles / 2513 km","3 hours, 40 minutes",American Airlines
BOS,DTW,2306,"632 miles / 1017 km","1 hour, 42 minutes",Delta Air Lines
BOS,EWR,3883,"201 miles / 323 km","53 minutes",Delta Air Lines
BOS,FLL,2476,"1,237 miles / 1991 km","2 hours, 55 minutes",Delta Air Lines
BOS,GGG,1,"1,468 miles / 2362 km","3 hours, 26 minutes",<undefined>
BOS,GSO,141,"644 miles / 1037 km","1 hour, 47 minutes",<undefined>
BOS,IAD,4184,"412 miles / 663 km","1 hour, 14 minutes",<undefined>
BOS,IAH,1800,"1,597 miles / 2570 km","3 hours, 46 minutes",Jetblue Airways Corporation
BOS,IND,950,"818 miles / 1316 km","2 hours, 12 minutes",Delta Air Lines
BOS,JAX,647,"1,010 miles / 1625 km","2 hours, 23 minutes",Delta Air Lines
BOS,JFK,7372,"186 miles / 300 km","45 minutes",American Airlines
BOS,LAS,1383,"2,381 miles / 3831 km","5 hours, 19 minutes",Delta Air Lines
BOS,LAX,2234,"2,611 miles / 4202 km","5 hours, 46 minutes",American Airlines
BOS,LGA,12029,"184 miles / 297 km","47 minutes",American Airlines
BOS,LGB,788,"2,602 miles / 4187 km","5 hours, 46 minutes",<undefined>
BOS,MCO,3474,"1,121 miles / 1804 km","2 hours, 39 minutes",Delta Air Lines
BOS,MDW,344,"860 miles / 1385 km","2 hours, 14 minutes",<undefined>
BOS,MEM,200,"1,139 miles / 1833 km","2 hours, 41 minutes",<undefined>
BOS,MIA,2196,"1,258 miles / 2024 km","2 hours, 55 minutes",American Airlines
BOS,MKE,209,"860 miles / 1384 km","2 hours, 7 minutes",Delta Air Lines
BOS,MSP,1635,"1,124 miles / 1808 km","2 hours, 44 minutes",Delta Air Lines
BOS,MSY,254,"1,367 miles / 2200 km","3 hours, 15 minutes",Jetblue Airways Corporation
BOS,MYR,45,"738 miles / 1187 km","1 hour, 59 minutes",Spirit Airlines
BOS,OAK,516,"2,693 miles / 4334 km","5 hours, 54 minutes",<undefined>
BOS,ORD,7085,"866 miles / 1394 km","2 hours, 13 minutes",American Airlines
BOS,ORF,243,"468 miles / 753 km","1 hour, 26 minutes",<undefined>
BOS,PBI,1743,"1,197 miles / 1926 km","2 hours, 47 minutes",Delta Air Lines
BOS,PDX,366,"2,537 miles / 4083 km","5 hours, 42 minutes",<undefined>
BOS,PHF,715,"464 miles / 747 km","1 hour, 16 minutes",<undefined>
BOS,PHL,6375,"280 miles / 451 km","1 hour, 2 minutes",American Airlines
BOS,PHX,1069,"2,300 miles / 3701 km","5 hours, 12 minutes",American Airlines
BOS,PIT,591,"496 miles / 798 km","1 hour, 22 minutes",Delta Air Lines
BOS,RDU,3777,"612 miles / 984 km","1 hour, 35 minutes",Delta Air Lines
BOS,RIC,689,"474 miles / 762 km","1 hour, 21 minutes",Delta Air Lines
BOS,RSW,1716,"1,249 miles / 2010 km","3 hours, 3 minutes",Delta Air Lines
BOS,SAN,608,"2,587 miles / 4164 km","5 hours, 44 minutes",Jetblue Airways Corporation
BOS,SAV,89,"901 miles / 1449 km","2 hours, 18 minutes",Jetblue Airways Corporation
BOS,SDF,80,"829 miles / 1334 km","2 hours, 9 minutes",<undefined>
BOS,SEA,979,"2,495 miles / 4016 km","5 hours, 39 minutes",Delta Air Lines
BOS,SFO,2668,"2,704 miles / 4352 km","6 hours, 2 minutes",Delta Air Lines
BOS,SJC,256,"2,688 miles / 4327 km","5 hours, 59 minutes",Jetblue Airways Corporation
BOS,SJU,1274,"1,674 miles / 2694 km","3 hours, 30 minutes",Jetblue Airways Corporation
BOS,SLC,707,"2,105 miles / 3388 km","4 hours, 50 minutes",Delta Air Lines
BOS,SRQ,23,"1,220 miles / 1963 km","3 hours",<undefined>
BOS,STL,865,"1,046 miles / 1683 km","2 hours, 35 minutes",<undefined>
BOS,STT,88,"1,693 miles / 2724 km","3 hours, 31 minutes",<undefined>
BOS,TPA,1785,"1,184 miles / 1906 km","2 hours, 49 minutes",Delta Air Lines
BPT,IAH,276,"79 miles / 128 km","22 minutes",<undefined>
BQK,ATL,925,"238 miles / 384 km","44 minutes",<undefined>
BQN,EWR,366,"1,585 miles / 2551 km","3 hours, 31 minutes",<undefined>
BQN,JFK,661,"1,576 miles / 2536 km","3 hours, 26 minutes",<undefined>
BQN,MCO,492,"1,129 miles / 1816 km","2 hours, 30 minutes",<undefined>
BRO,IAH,1464,"308 miles / 496 km","54 minutes",<undefined>
BRW,ANC,364,"725 miles / 1166 km","1 hour, 41 minutes",<undefined>
BRW,FAI,364,"503 miles / 810 km","1 hour, 11 minutes",<undefined>
BTM,SLC,708,"358 miles / 576 km","56 minutes",<undefined>
BTR,ATL,2663,"449 miles / 722 km","1 hour, 7 minutes",<undefined>
BTR,CVG,2,"693 miles / 1115 km","1 hour, 53 minutes",<undefined>
BTR,DCA,129,"985 miles / 1585 km","1 hour, 49 minutes",<undefined>
BTR,DEN,1,"997 miles / 1605 km","2 hours, 30 minutes",<undefined>
BTR,DFW,2922,"383 miles / 617 km","1 hour, 5 minutes",<undefined>
BTR,IAH,2009,"253 miles / 408 km","50 minutes",<undefined>
BTR,MEM,999,"318 miles / 512 km","55 minutes",<undefined>
BTR,MSY,1,"65 miles / 105 km","38 minutes",<undefined>
BTR,ORD,215,"810 miles / 1303 km","2 hours, 7 minutes",<undefined>
BTV,ATL,500,"960 miles / 1546 km","2 hours, 25 minutes",<undefined>
BTV,BWI,538,"408 miles / 656 km","1 hour, 19 minutes",<undefined>
BTV,CLE,614,"489 miles / 787 km","1 hour, 18 minutes",<undefined>
BTV,CVG,153,"701 miles / 1129 km","1 hour, 54 minutes",<undefined>
BTV,DTW,826,"537 miles / 864 km","1 hour, 34 minutes",<undefined>
BTV,EWR,879,"266 miles / 428 km","52 minutes",<undefined>
BTV,IAD,129,"441 miles / 709 km","1 hour, 17 minutes",<undefined>
BTV,IND,1,"750 miles / 1207 km","2 hours",<undefined>
BTV,JFK,2207,"266 miles / 428 km","56 minutes",<undefined>
BTV,MCO,346,"1,194 miles / 1922 km","2 hours, 44 minutes",<undefined>
BTV,MSP,75,"987 miles / 1588 km","2 hours, 28 minutes",<undefined>
BTV,ORD,737,"763 miles / 1228 km","2 hours",<undefined>
BUF,ATL,3575,"712 miles / 1146 km","1 hour, 42 minutes",<undefined>
BUF,BOS,728,"395 miles / 636 km","59 minutes",<undefined>
BUF,BWI,2439,"281 miles / 452 km","52 minutes",<undefined>
BUF,CLE,633,"192 miles / 309 km","39 minutes",<undefined>
BUF,CLT,1435,"546 miles / 879 km","1 hour, 26 minutes",<undefined>
BUF,CVG,160,"410 miles / 659 km","1 hour, 19 minutes",<undefined>
